"id","cluster","study","author","year","type_s","group","group_s","adapted","outcome","adjusted","es","v","se","lowerCI","upperCI","control_raw_gap","control_residual_gap","paper_type","n_school","pop_school","samplesize","setting_type","setting","edu_level","identity_type","identity_dis","identity_adv","density_female","density_urm","density_firstgen","density_freelunch","n_domains","duration","duration_rough_month","number","number_rough","primary_outcome","secondary_outcome","control_type","affirm_type","adaptation","reinforcement","appropriate_reading_level","privacy","ungraded","ordinary","known_teacher","delivered_in_classroom","good_for_you","early","before_stress","timing","random_sequence_generation","allocation_concealment","blinding_of_participants_and_personnel","blinding_of_outcome_assessment","incomplete_outcome_data","selective_reporting","other_sources_of_bias","timing_z","ordinary_z","duration_rough_month_z","density_freelunch_z","delivered_in_classroom_z","control_type_z"
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Interaction","White","Race","No","Wave 1 Math scores","Yes",-0.1625,0.0061,0.0781,-0.3155,-0.0095,NA,NA,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Minority subgroup","Female","Gender","No","Wave 2 Math scores","No",0.1796,0.0124,0.1115,-0.039,0.3982,NA,NA,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Majority subgroup","Male","Gender","No","Wave 2 Math scores","No",0.1796,0.0119,0.1089,-0.0338,0.393,NA,NA,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Minority subgroup","Turkish","Race","No","Wave 2 Math scores","No",0.348,0.0308,0.1755,0.0041,0.6919,NA,NA,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Minority subgroup","Arabic","Race","No","Wave 2 Math scores","No",0.347,0.0449,0.2119,-0.0683,0.7623,NA,NA,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Minority subgroup","Eastern European","Race","No","Wave 2 Math scores","No",0.1987,0.0346,0.1861,-0.166,0.5634,NA,NA,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Interaction","Female","Gender","No","Wave 2 Math scores","Yes",0.0359,0.0061,0.0779,-0.1168,0.1887,NA,0.5069,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Interaction","Turkish","Race","No","Wave 2 Math scores","Yes",0.231,0.0061,0.0782,0.0777,0.3843,NA,0.2299,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Interaction","Arabic","Race","No","Wave 2 Math scores","Yes",0.1776,0.0061,0.0781,0.0246,0.3307,NA,0.0803,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Interaction","Eastern European","Race","No","Wave 2 Math scores","Yes",0.1414,0.0061,0.078,-0.0116,0.2943,NA,0.0055,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Interaction","White","Race","No","Wave 2 Math scores","Yes",-0.0387,0.0061,0.078,-0.1915,0.1141,NA,NA,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
38,"Miyake et al.","Miyake, 2010","Miyake","2010","Majority subgroup","Male","Gender","No","Biology mean exam score","No",-0.2542,0.0153,0.1235,-0.4963,-0.0121,NA,NA,"Journal",1,NA,399,"tertiary","an introductory calculus-based physics course at the University of Colorado","undergraduate","gender","Female","Male",0.291,NA,NA,NA,12,"one semester",4,"2",2,NA,"Biology course grade, final exam score, FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
38,"Miyake et al.","Miyake, 2010","Miyake","2010","Minority subgroup","Female","Gender","No","Biology mean exam score","No",0.1901,0.0359,0.1895,-0.1814,0.5616,0.8077,NA,"Journal",1,NA,399,"tertiary","an introductory calculus-based physics course at the University of Colorado","undergraduate","gender","Female","Male",0.291,NA,NA,NA,12,"one semester",4,"2",2,NA,"Biology course grade, final exam score, FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
38,"Miyake et al.","Miyake, 2010","Miyake","2010","Majority subgroup","Male","Gender","No","Biology final exam score","No",-0.2111,0.0152,0.1234,-0.4529,0.0307,NA,NA,"Journal",1,NA,399,"tertiary","an introductory calculus-based physics course at the University of Colorado","undergraduate","gender","Female","Male",0.291,NA,NA,NA,12,"one semester",4,"2",2,NA,"Biology course grade, final exam score, FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
38,"Miyake et al.","Miyake, 2010","Miyake","2010","Minority subgroup","Female","Gender","No","Biology final exam score","No",0.3618,0.0363,0.1906,-0.0118,0.7355,0.9149,NA,"Journal",1,NA,399,"tertiary","an introductory calculus-based physics course at the University of Colorado","undergraduate","gender","Female","Male",0.291,NA,NA,NA,12,"one semester",4,"2",2,NA,"Biology course grade, final exam score, FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
38,"Miyake et al.","Miyake, 2010","Miyake","2010","Majority subgroup","Male","Gender","No","Biology final course grade","No",-0.1959,0.0152,0.1233,-0.4376,0.0458,NA,NA,"Journal",1,NA,399,"tertiary","an introductory calculus-based physics course at the University of Colorado","undergraduate","gender","Female","Male",0.291,NA,NA,NA,12,"one semester",4,"2",2,NA,"Biology course grade, final exam score, FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
38,"Miyake et al.","Miyake, 2010","Miyake","2010","Minority subgroup","Female","Gender","No","Biology final course grade","No",0.1058,0.0358,0.1893,-0.2651,0.4768,0.646,NA,"Journal",1,NA,399,"tertiary","an introductory calculus-based physics course at the University of Colorado","undergraduate","gender","Female","Male",0.291,NA,NA,NA,12,"one semester",4,"2",2,NA,"Biology course grade, final exam score, FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
38,"Miyake et al.","Miyake, 2010","Miyake","2010","Majority subgroup","Male","Gender","No","End-of-semester FMCE","No",-0.0748,0.0206,0.1437,-0.3564,0.2069,NA,NA,"Journal",1,NA,399,"tertiary","an introductory calculus-based physics course at the University of Colorado","undergraduate","gender","Female","Male",0.291,NA,NA,NA,12,"one semester",4,"2",2,NA,"Biology course grade, final exam score, FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
38,"Miyake et al.","Miyake, 2010","Miyake","2010","Minority subgroup","Female","Gender","No","End-of-semester FMCE","No",0.2586,0.0429,0.2072,-0.1475,0.6646,0.6908,NA,"Journal",1,NA,399,"tertiary","an introductory calculus-based physics course at the University of Colorado","undergraduate","gender","Female","Male",0.291,NA,NA,NA,12,"one semester",4,"2",2,NA,"Biology course grade, final exam score, FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
38,"Miyake et al.","Miyake, 2010","Miyake","2010","Majority subgroup","Male","Gender","No","Biology final exam score","Yes",-0.2171,0.0152,0.1234,-0.4589,0.0247,NA,0.9645,"Journal",1,NA,399,"tertiary","an introductory calculus-based physics course at the University of Colorado","undergraduate","gender","Female","Male",0.291,NA,NA,NA,12,"one semester",4,"2",2,NA,"Biology course grade, final exam score, FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
38,"Miyake et al.","Miyake, 2010","Miyake","2010","Minority subgroup","Female","Gender","No","Biology final exam score","Yes",0.5564,0.0371,0.1927,0.1788,0.934,NA,NA,"Journal",1,NA,399,"tertiary","an introductory calculus-based physics course at the University of Colorado","undergraduate","gender","Female","Male",0.291,NA,NA,NA,12,"one semester",4,"2",2,NA,"Biology course grade, final exam score, FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
38,"Miyake et al.","Miyake, 2010","Miyake","2010","Majority subgroup","Male","Gender","No","Biology final course grade","Yes",-0.2056,0.0152,0.1234,-0.4474,0.0361,NA,0.7352,"Journal",1,NA,399,"tertiary","an introductory calculus-based physics course at the University of Colorado","undergraduate","gender","Female","Male",0.291,NA,NA,NA,12,"one semester",4,"2",2,NA,"Biology course grade, final exam score, FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
38,"Miyake et al.","Miyake, 2010","Miyake","2010","Minority subgroup","Female","Gender","No","Biology final course grade","Yes",0.365,0.0364,0.1907,-0.0087,0.7387,NA,NA,"Journal",1,NA,399,"tertiary","an introductory calculus-based physics course at the University of Colorado","undergraduate","gender","Female","Male",0.291,NA,NA,NA,12,"one semester",4,"2",2,NA,"Biology course grade, final exam score, FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
39,"Peters, 2017","Peters, 2017","Peters","2017","Main","Main","None","No","Final grades","No",0,0.0181,0.1345,-0.2637,0.2637,NA,NA,"Journal",1,NA,221,"tertiary","a psychology statistics course","undergraduate",NA,NA,NA,0.75,NA,NA,NA,6,"9 weeks",2,"2",2,NA,"Final grades","other","independent",0,0,NA,1,0,0,0,"mixed",0,1,1,"both","low","low","low","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.828526259123599,NA,-2.05991605957314,0.606382978723404
40,"Cohen et al.","Powers (Study 1), 2016","Powers (Study 1)","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Journal",1,NA,414,"pre-secondary","a suburban north- eastern middle school whose student body was divided almost evenly between African Ameri- cans and European Americans","7th","race","Black","White",0.53,0.52,NA,NA,12,"2 academic years",21,"3~5",5,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
41,"Cohen et al.","Powers (Study 2), 2016","Powers (Study 2)","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Journal",1,NA,144,"pre-secondary","a suburban north- eastern middle school whose student body was divided almost evenly between African Ameri- cans and European Americans","7th","race","Black","White",0.515,0.482,NA,NA,NA,"2 academic years",21,"2~4",4,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
42,"Protzko, 2016","Protzko, 2016","Protzko","2016","Majority subgroup","White and Asian","Race","No","GPA","No",0.0903,0.0323,0.1797,-0.2619,0.4425,NA,NA,"Journal",2,NA,375,"secondary","one, an inner-city New York City school and a second in a wealthier district in upstate New York","9th","race","Black/Hispanic","Asian/White",NA,0.449,NA,NA,11,"one semester",4,"1",1,"GPA",NA,"other","independent",0,1,NA,1,1,0,1,"class",0,1,0,"early","low","low","unclear","unclear","unclear","unclear","unclear",1.1715857971727,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
42,"Protzko, 2016","Protzko, 2016","Protzko","2016","Minority subgroup","Black and Hispanic","Race","No","GPA","No",-0.0569,0.0336,0.1834,-0.4163,0.3025,1.3903,NA,"Journal",2,NA,375,"secondary","one, an inner-city New York City school and a second in a wealthier district in upstate New York","9th","race","Black/Hispanic","Asian/White",NA,0.449,NA,NA,11,"one semester",4,"1",1,"GPA",NA,"other","independent",0,1,NA,1,1,0,1,"class",0,1,0,"early","low","low","unclear","unclear","unclear","unclear","unclear",1.1715857971727,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
42,"Protzko, 2016","Protzko, 2016","Protzko","2016","Interaction","URM and Female","Mixed","No","GPA","Yes",-0.2126,0.0107,0.1036,-0.4156,-0.0096,NA,-0.067,"Journal",2,NA,375,"secondary","one, an inner-city New York City school and a second in a wealthier district in upstate New York","9th","race","Black/Hispanic","Asian/White",NA,0.449,NA,NA,11,"one semester",4,"1",1,"GPA",NA,"other","independent",0,1,NA,1,1,0,1,"class",0,1,0,"early","low","low","unclear","unclear","unclear","unclear","unclear",1.1715857971727,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
42,"Protzko, 2016","Protzko, 2016","Protzko","2016","Interaction","White and Male","Mixed","No","GPA","Yes",-0.0012,0.0107,0.1033,-0.2037,0.2012,NA,NA,"Journal",2,NA,375,"secondary","one, an inner-city New York City school and a second in a wealthier district in upstate New York","9th","race","Black/Hispanic","Asian/White",NA,0.449,NA,NA,11,"one semester",4,"1",1,"GPA",NA,"other","independent",0,1,NA,1,1,0,1,"class",0,1,0,"early","low","low","unclear","unclear","unclear","unclear","unclear",1.1715857971727,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
43,"Purdie-Greenaway, under review","Purdie-Greenaway, under review","Purdie-Greenaway","under review","Minority subgroup","Female","Gender","No","GPA","No",0.5185,0.1037,0.3221,-0.1129,1.1498,-0.1911,NA,"Journal",1,NA,74,"pre-secondary","one middle school","6th","mixed","Female & URM","Male & White",0.53,0.69,NA,0.23,12,"1 quarter",4,"1",1,"GPA",NA,"other","independent",0,0,NA,1,1,1,1,"class",0,0,0,"neither","low","low","low","low","unclear","unclear","unclear",-2.31313093287943,1.01785714285714,-0.632185000577455,1.17070950900079,0.595086861654462,0.606382978723404
43,"Purdie-Greenaway, under review","Purdie-Greenaway, under review","Purdie-Greenaway","under review","Majority subgroup","Male","Gender","No","GPA","No",0.7064,0.1253,0.354,0.0125,1.4003,NA,NA,"Journal",1,NA,74,"pre-secondary","one middle school","6th","mixed","Female & URM","Male & White",0.53,0.69,NA,0.23,12,"1 quarter",4,"1",1,"GPA",NA,"other","independent",0,0,NA,1,1,1,1,"class",0,0,0,"neither","low","low","low","low","unclear","unclear","unclear",-2.31313093287943,1.01785714285714,-0.632185000577455,1.17070950900079,0.595086861654462,0.606382978723404
43,"Purdie-Greenaway, under review","Purdie-Greenaway, under review","Purdie-Greenaway","under review","Minority subgroup","Black and Hispanic","Race","No","GPA","No",0.8658,0.0844,0.2904,0.2966,1.4351,1.2616,NA,"Journal",1,NA,74,"pre-secondary","one middle school","6th","mixed","Female & URM","Male & White",0.53,0.69,NA,0.23,12,"1 quarter",4,"1",1,"GPA",NA,"other","independent",0,0,NA,1,1,1,1,"class",0,0,0,"neither","low","low","low","low","unclear","unclear","unclear",-2.31313093287943,1.01785714285714,-0.632185000577455,1.17070950900079,0.595086861654462,0.606382978723404
43,"Purdie-Greenaway, under review","Purdie-Greenaway, under review","Purdie-Greenaway","under review","Majority subgroup","White","Race","No","GPA","No",0.1877,0.1842,0.4292,-0.6535,1.0289,NA,NA,"Journal",1,NA,74,"pre-secondary","one middle school","6th","mixed","Female & URM","Male & White",0.53,0.69,NA,0.23,12,"1 quarter",4,"1",1,"GPA",NA,"other","independent",0,0,NA,1,1,1,1,"class",0,0,0,"neither","low","low","low","low","unclear","unclear","unclear",-2.31313093287943,1.01785714285714,-0.632185000577455,1.17070950900079,0.595086861654462,0.606382978723404
43,"Purdie-Greenaway, under review","Purdie-Greenaway, under review","Purdie-Greenaway","under review","Minority subgroup","Female","Gender","No","GPA","Yes",0.2165,0.1047,0.3235,-0.4176,0.8506,NA,-0.312,"Journal",1,NA,74,"pre-secondary","one middle school","6th","mixed","Female & URM","Male & White",0.53,0.69,NA,0.23,12,"1 quarter",4,"1",1,"GPA",NA,"other","independent",0,0,NA,1,1,1,1,"class",0,0,0,"neither","low","low","low","low","unclear","unclear","unclear",-2.31313093287943,1.01785714285714,-0.632185000577455,1.17070950900079,0.595086861654462,0.606382978723404
43,"Purdie-Greenaway, under review","Purdie-Greenaway, under review","Purdie-Greenaway","under review","Majority subgroup","Male","Gender","No","GPA","Yes",1.1962,0.1265,0.3557,0.4991,1.8933,NA,NA,"Journal",1,NA,74,"pre-secondary","one middle school","6th","mixed","Female & URM","Male & White",0.53,0.69,NA,0.23,12,"1 quarter",4,"1",1,"GPA",NA,"other","independent",0,0,NA,1,1,1,1,"class",0,0,0,"neither","low","low","low","low","unclear","unclear","unclear",-2.31313093287943,1.01785714285714,-0.632185000577455,1.17070950900079,0.595086861654462,0.606382978723404
43,"Purdie-Greenaway, under review","Purdie-Greenaway, under review","Purdie-Greenaway","under review","Minority subgroup","Black and Hispanic","Race","No","GPA","Yes",0.9461,0.0853,0.2921,0.3736,1.5186,NA,0.7129,"Journal",1,NA,74,"pre-secondary","one middle school","6th","mixed","Female & URM","Male & White",0.53,0.69,NA,0.23,12,"1 quarter",4,"1",1,"GPA",NA,"other","independent",0,0,NA,1,1,1,1,"class",0,0,0,"neither","low","low","low","low","unclear","unclear","unclear",-2.31313093287943,1.01785714285714,-0.632185000577455,1.17070950900079,0.595086861654462,0.606382978723404
43,"Purdie-Greenaway, under review","Purdie-Greenaway, under review","Purdie-Greenaway","under review","Majority subgroup","White","Race","No","GPA","Yes",0.0119,0.1961,0.4428,-0.8561,0.8798,NA,NA,"Journal",1,NA,74,"pre-secondary","one middle school","6th","mixed","Female & URM","Male & White",0.53,0.69,NA,0.23,12,"1 quarter",4,"1",1,"GPA",NA,"other","independent",0,0,NA,1,1,1,1,"class",0,0,0,"neither","low","low","low","low","unclear","unclear","unclear",-2.31313093287943,1.01785714285714,-0.632185000577455,1.17070950900079,0.595086861654462,0.606382978723404
44,"Rapa, 2016","Rapa, 2016","Rapa","2016","Main","Main","None","Yes","GPA","No",0.5296,0.0784,0.2801,-0.0193,1.0786,NA,NA,"Thesis",5,2068,53,"secondary","five public charter high schools in the Midwestern United States 
Midwestern United States","9th-10th","race","Ethinic monorities","White",0.585,0.434,NA,0.264,NA,"1 semester",4,"1",1,"GPA",NA,"other","independent",1,1,NA,1,1,0,0,"online",0,1,0,"early","low","low","unclear","unclear","high","unclear","unclear",1.1715857971727,-0.95,-0.632185000577455,1.01223257480294,-0.732414598959337,0.606382978723404
45,"MWAP","Rozek, 2015","Rozek","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conference",11,910,310,"pre-secondary","eleven middle schools in the Madison Metropolitan School District from 2011-2014","7th","race","Black & Hispanic",NA,NA,1,NA,NA,11,"2011-2014",33,"4",4,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,0.606382978723404
46,"Schwalbe, 2018","Schwalbe, 2018","Schwalbe","2018","Minority subgroup","Black Caribbeans","Race","Yes","Pass rates","Yes",0.1738,0.0342,0.185,-0.1888,0.5364,NA,0.0725,"Thesis",13,NA,4482,"tertiary","13 UK further education colleges (community college)","undergraduate","race","Black Caribbeans","White",0.416,0.51,NA,NA,11,"1 academic year",9,"4",4,NA,"Pass rates, attendance","none","independent",1,1,NA,1,1,0,1,"online",1,1,1,"both","low","low","low","unclear","low","unclear","unclear",-0.570772567853367,-0.95,-0.141331854212095,NA,-0.732414598959337,-2.59090909090909
46,"Schwalbe, 2018","Schwalbe, 2018","Schwalbe","2018","Minority subgroup","Black Caribbeans","Race","Yes","Pass rates","No",0.1763,0.0342,0.185,-0.1863,0.5389,NA,NA,"Thesis",13,NA,4482,"tertiary","13 UK further education colleges (community college)","undergraduate","race","Black Caribbeans","White",0.416,0.51,NA,NA,11,"1 academic year",9,"4",4,NA,"Pass rates, attendance","none","independent",1,1,NA,1,1,0,1,"online",1,1,1,"both","low","low","low","unclear","low","unclear","unclear",-0.570772567853367,-0.95,-0.141331854212095,NA,-0.732414598959337,-2.59090909090909
46,"Schwalbe, 2018","Schwalbe, 2018","Schwalbe","2018","Minority subgroup","Black Caribbeans","Race","Yes","Attendance","Yes",0.4149,0.0333,0.1824,0.0575,0.7723,NA,NA,"Thesis",13,NA,4482,"tertiary","13 UK further education colleges (community college)","undergraduate","race","Black Caribbeans","White",0.416,0.51,NA,NA,11,"1 academic year",9,"4",4,NA,"Pass rates, attendance","none","independent",1,1,NA,1,1,0,1,"online",1,1,1,"both","low","low","low","unclear","low","unclear","unclear",-0.570772567853367,-0.95,-0.141331854212095,NA,-0.732414598959337,-2.59090909090909
46,"Schwalbe, 2018","Schwalbe, 2018","Schwalbe","2018","Minority subgroup","Black Caribbeans","Race","Yes","Attendance","No",0.4916,0.0335,0.1831,0.1327,0.8506,NA,NA,"Thesis",13,NA,4482,"tertiary","13 UK further education colleges (community college)","undergraduate","race","Black Caribbeans","White",0.416,0.51,NA,NA,11,"1 academic year",9,"4",4,NA,"Pass rates, attendance","none","independent",1,1,NA,1,1,0,1,"online",1,1,1,"both","low","low","low","unclear","low","unclear","unclear",-0.570772567853367,-0.95,-0.141331854212095,NA,-0.732414598959337,-2.59090909090909
47,"Miyake et al.","Serra-Garcia (Study 1), under review","Serra-Garcia (Study 1)","under review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Journal",1,NA,399,"tertiary","an introductory calculus-based physics course at the University of Colorado","undergraduate","gender","Female","Male",0.291,NA,NA,NA,12,"one semester",4,"2",2,NA,"Biology course grade, final exam score, FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
